House_ID,Location,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price_USD,Property_Type,Floor,Distance_to_CityCenter_km
31483,Los Angeles,6615,3,4,2,1988,2400403,Apartment,43.0,29.23
31484,San Francisco,8227,3,1,1,1980,4139622,Townhouse,,35.3
31485,Houston,8292,7,3,0,1958,1985285,Bungalow,,33.45
31486,Seattle,3157,7,4,0,1997,820017,Townhouse,,36.65
31487,Boston,7627,1,5,3,2021,3109958,Villa,,8.09
31488,Seattle,9352,7,1,3,2010,2816134,Bungalow,,24.05
31489,San Francisco,6429,5,4,0,1984,2513479,Apartment,18.0,32.38
31490,Seattle,7118,2,1,1,1982,2311205,Villa,,23.39
31491,Miami,3443,5,2,3,1991,847448,Bungalow,,23.3
31492,Chicago,805,7,4,1,2013,169032,Villa,,39.66
31493,Miami,9548,2,3,3,1964,2936029,Apartment,26.0,37.03
31494,New York,3441,7,1,0,1965,1285136,Townhouse,,44.29
31495,Houston,948,7,3,2,2016,206750,Apartment,14.0,0.66
31496,Chicago,7948,4,1,1,1953,1823586,Townhouse,,42.74
31497,Los Angeles,3294,7,3,0,1952,1342891,Apartment,3.0,44.97
31498,Seattle,1730,5,5,2,1973,461706,Apartment,28.0,33.35
31499,Boston,5998,2,5,2,1971,2388055,Townhouse,,6.25
31500,New York,981,2,5,2,1998,421420,Apartment,15.0,39.97
31501,New York,6917,4,4,1,1980,3182925,Villa,,26.62
31502,Boston,6924,6,2,0,1992,3098197,Apartment,7.0,43.23
31503,Houston,3568,5,3,3,1956,699249,Townhouse,,19.21
31504,Chicago,3927,5,4,0,1974,798751,Townhouse,,15.82
31505,New York,5553,1,2,1,1989,2187443,Apartment,10.0,16.16
31506,Boston,9852,5,2,1,1996,3540435,Townhouse,,1.05
31507,Chicago,1692,4,2,0,1999,386587,Apartment,32.0,49.18
31508,Chicago,8530,2,4,0,1965,2183764,Townhouse,,26.07
31509,San Francisco,7945,4,5,3,1966,3346754,Bungalow,,36.76
31510,New York,4825,4,5,3,1959,1698795,Apartment,27.0,25.09
31511,Chicago,2017,4,1,0,1984,534833,Townhouse,,17.67
31512,Houston,2524,5,2,0,2013,523133,Bungalow,,46.61
31513,New York,9180,3,5,1,2017,2994552,Townhouse,,16.31
31514,Houston,1799,4,4,1,1956,355320,Townhouse,,18.02
31515,Houston,4592,2,3,3,2007,840528,Bungalow,,6.26
31516,Chicago,7532,1,5,0,2019,1849539,Bungalow,,32.93
31517,Chicago,4223,5,3,1,1966,994021,Villa,,23.65
31518,San Francisco,1585,3,4,1,1991,721324,Townhouse,,48.07
31519,Boston,3704,7,2,1,2017,1344597,Bungalow,,4.65
31520,Seattle,3359,3,3,2,1960,964702,Townhouse,,27.78
31521,San Francisco,9872,4,3,1,1962,3573067,Townhouse,,33.24
31522,New York,5908,7,4,1,1967,2668103,Villa,,18.17
31523,San Francisco,8522,2,2,3,1974,4231179,Bungalow,,12.92
31524,Los Angeles,5975,7,5,1,2006,2231861,Apartment,15.0,6.18
31525,Boston,7461,7,5,3,1958,2419345,Apartment,44.0,31.78
31526,New York,4030,1,2,0,1961,1747887,Townhouse,,39.16
31527,Boston,4078,3,2,0,2007,1658825,Villa,,32.37
31528,Houston,2775,5,4,3,1979,563909,Townhouse,,26.97
31529,San Francisco,5025,7,5,0,1981,2061355,Townhouse,,14.99
31530,San Francisco,644,2,5,0,1987,309866,Townhouse,,9.42
31531,Seattle,2708,5,1,0,2010,1011545,Villa,,16.34
31532,San Francisco,8980,4,3,1,1996,4258115,Bungalow,,49.18
31533,Chicago,5971,1,1,0,2008,1237905,Townhouse,,48.79
31534,Houston,4679,5,4,1,1952,805665,Bungalow,,37.68
31535,San Francisco,1033,1,1,3,2005,454550,Townhouse,,5.91
31536,Miami,6768,5,2,0,2001,2340102,Bungalow,,38.17
31537,Miami,680,7,3,3,1998,178396,Townhouse,,37.7
31538,Boston,3532,3,3,0,1961,1421104,Townhouse,,30.67
31539,Houston,9759,6,4,2,1970,1821966,Bungalow,,2.08
31540,San Francisco,1429,3,4,0,2016,541849,Villa,,16.16
31541,Seattle,8463,6,3,3,1979,2645370,Townhouse,,44.44
31542,Los Angeles,5014,4,4,1,2008,1453998,Apartment,6.0,6.84
31543,Seattle,1463,2,3,1,2010,476623,Apartment,10.0,14.13
31544,Los Angeles,7420,1,3,1,1988,3099484,Apartment,7.0,19.05
31545,New York,3849,2,5,2,1979,1489548,Townhouse,,32.86
31546,New York,7884,2,2,3,1992,3111509,Villa,,49.53
31547,Seattle,3656,2,3,1,1981,1017391,Bungalow,,46.71
31548,San Francisco,3340,2,1,1,2020,1612830,Villa,,44.61
31549,Boston,8004,2,3,1,1950,3558633,Bungalow,,41.28
31550,Seattle,2626,5,5,1,1988,840659,Bungalow,,43.46
31551,New York,6138,2,3,2,2018,2583699,Bungalow,,7.12
31552,Chicago,4398,1,3,0,1957,1289345,Bungalow,,15.53
31553,Los Angeles,2259,7,5,0,1958,674918,Bungalow,,2.55
31554,Houston,1979,6,2,1,1982,455707,Bungalow,,12.19
31555,Boston,5302,7,4,0,2013,1817671,Apartment,21.0,30.41
31556,Seattle,8151,3,5,3,1992,2285421,Villa,,39.68
31557,San Francisco,1476,2,4,2,1968,744932,Bungalow,,9.09
31558,San Francisco,9652,7,4,1,1980,4549184,Townhouse,,17.29
31559,Boston,3927,4,1,0,1976,1522250,Townhouse,,10.02
31560,Miami,580,1,3,1,2016,171358,Apartment,42.0,49.76
31561,Los Angeles,7789,5,4,3,2019,2666537,Apartment,11.0,47.23
31562,Boston,5165,3,4,3,1963,1639742,Villa,,5.73
31563,Boston,3359,6,4,1,2021,1440110,Bungalow,,20.08
31564,Los Angeles,1571,3,1,1,1975,464238,Villa,,10.87
31565,Los Angeles,2956,6,5,3,1997,880781,Villa,,27.3
31566,Seattle,9516,3,4,0,2009,2945920,Townhouse,,40.41
31567,New York,3584,6,2,1,1964,1691369,Townhouse,,35.07
31568,Chicago,2368,7,1,3,1975,500477,Apartment,15.0,7.79
31569,Seattle,4351,6,2,1,1988,1539794,Apartment,49.0,5.09
31570,Boston,6867,4,5,2,1967,2685297,Bungalow,,34.35
31571,Houston,4822,7,2,3,1991,1120137,Apartment,29.0,42.77
31572,New York,1487,2,3,0,1973,550400,Townhouse,,17.84
31573,Seattle,5983,5,2,1,1969,2062000,Townhouse,,40.1
31574,Chicago,8882,5,2,2,2014,2398667,Apartment,13.0,17.15
31575,Boston,8683,6,2,0,2014,3044626,Townhouse,,46.5
31576,Boston,7345,6,1,1,1955,2498003,Villa,,6.51
31577,Los Angeles,8551,5,5,2,1989,3238232,Townhouse,,23.97
31578,Chicago,1523,2,3,0,1979,310848,Bungalow,,11.08
31579,New York,8106,5,5,2,2011,2835769,Townhouse,,47.57
31580,Seattle,3794,5,2,3,1974,1197404,Bungalow,,5.79
31581,Boston,7627,7,2,0,1951,2365436,Bungalow,,36.27
31582,Los Angeles,8551,3,2,0,1975,2903480,Townhouse,,15.87
31583,Seattle,3613,6,4,3,1964,1046595,Townhouse,,17.79
31584,New York,4163,2,5,2,2005,1364002,Townhouse,,32.91
31585,Houston,6245,1,3,1,2021,1119341,Villa,,45.17
31586,Los Angeles,8031,1,2,1,1955,2825579,Townhouse,,32.54
31587,Chicago,1656,1,3,3,1970,353226,Townhouse,,25.55
31588,New York,8854,4,1,2,2010,3564795,Villa,,23.32
31589,Boston,4899,3,4,2,2003,1622359,Villa,,1.73
31590,Miami,3294,5,5,0,2011,855268,Bungalow,,32.63
31591,Chicago,8745,7,5,1,1973,2313584,Bungalow,,17.62
31592,Boston,9065,6,3,2,2020,2932201,Villa,,1.15
31593,Chicago,9568,3,2,2,1984,1974496,Villa,,35.84
31594,Los Angeles,6046,6,4,0,2000,2001960,Apartment,24.0,47.54
31595,Seattle,7393,2,3,1,1954,2710532,Villa,,20.02
31596,San Francisco,5661,2,1,3,1967,2079496,Bungalow,,48.13
31597,Chicago,8282,3,3,3,2006,2321146,Villa,,4.0
31598,New York,8618,2,2,1,1995,3250265,Townhouse,,48.52
31599,Miami,3365,3,3,2,1958,844390,Apartment,8.0,7.04
31600,Houston,6985,3,5,2,1982,1201207,Bungalow,,39.25
31601,Miami,3208,6,2,0,1956,888199,Townhouse,,34.16
31602,New York,3788,6,3,3,1957,1446634,Villa,,37.09
31603,Los Angeles,8731,3,3,0,1972,3187855,Bungalow,,40.81
31604,New York,2154,6,3,3,1989,940146,Bungalow,,6.43
31605,San Francisco,1297,1,5,2,1995,579255,Bungalow,,48.5
31606,San Francisco,9401,6,5,3,2016,4171926,Apartment,39.0,46.26
31607,San Francisco,6112,6,3,0,2005,2956830,Apartment,37.0,17.64
31608,Chicago,524,5,4,3,1974,111283,Bungalow,,47.89
31609,Los Angeles,5560,7,1,0,1962,2172906,Townhouse,,40.13
31610,Seattle,7952,2,4,3,2022,2037951,Apartment,29.0,25.65
31611,San Francisco,5614,5,1,3,2011,2202361,Townhouse,,7.63
31612,Seattle,7883,5,3,0,2002,2431005,Apartment,3.0,10.76
31613,Houston,9765,7,2,1,1971,1931082,Townhouse,,40.92
31614,Houston,9927,7,5,1,2015,1616804,Bungalow,,10.58
31615,Seattle,5197,3,4,2,2006,1665673,Apartment,2.0,4.94
31616,Boston,4984,5,5,0,2001,2069120,Bungalow,,48.86
31617,New York,7936,3,5,3,1996,2712794,Villa,,7.88
31618,San Francisco,3866,6,5,0,1955,1544358,Villa,,24.52
31619,Chicago,5024,2,1,1,1970,1399321,Apartment,45.0,0.51
31620,Boston,2564,6,2,2,2018,1142353,Bungalow,,21.06
31621,Houston,5038,4,3,1,1958,886384,Townhouse,,28.57
31622,Miami,3926,5,4,0,1964,1078412,Apartment,6.0,12.26
31623,Los Angeles,1516,7,2,2,2005,499089,Villa,,41.68
31624,Miami,2517,5,5,1,2019,711536,Townhouse,,33.36
31625,Seattle,6190,5,1,0,1979,1927738,Bungalow,,5.42
31626,Boston,8148,3,5,3,2009,2516594,Apartment,10.0,11.88
31627,Houston,2925,6,1,3,1970,648740,Townhouse,,35.95
31628,Houston,4726,1,5,0,1952,849022,Townhouse,,7.85
31629,New York,4996,3,2,2,1972,2251487,Bungalow,,28.35
31630,New York,4718,6,4,3,1978,1527799,Bungalow,,28.19
31631,San Francisco,9611,3,4,1,1993,5179139,Townhouse,,35.45
31632,Seattle,4334,3,1,1,1951,1356847,Bungalow,,33.24
31633,Los Angeles,7859,2,5,3,1999,2822468,Villa,,31.71
31634,San Francisco,4669,2,3,3,1994,1719882,Bungalow,,6.54
31635,Boston,8046,4,3,0,1969,2920674,Apartment,10.0,13.36
31636,New York,4043,5,5,3,1953,1373267,Bungalow,,27.14
31637,Chicago,8802,4,4,3,1980,2427908,Apartment,3.0,10.89
31638,Los Angeles,2724,1,4,3,1984,1143168,Villa,,37.69
31639,Chicago,3591,2,4,2,1974,802926,Bungalow,,8.66
31640,Boston,2752,3,5,1,1957,857356,Bungalow,,21.09
31641,San Francisco,2490,2,5,3,1984,907451,Bungalow,,47.2
31642,New York,5652,2,4,2,2020,2123108,Townhouse,,47.24
31643,Los Angeles,2627,6,5,0,1960,963210,Apartment,2.0,48.06
31644,Boston,2673,1,4,2,2020,1085458,Townhouse,,48.91
31645,San Francisco,5103,7,5,0,1961,2458125,Villa,,27.27
31646,Houston,2922,1,5,3,1957,681347,Villa,,3.25
31647,San Francisco,7632,5,2,2,1999,3346472,Apartment,37.0,46.65
31648,Seattle,5129,6,5,3,2012,1580849,Townhouse,,4.15
31649,Miami,4813,2,2,0,1979,1453107,Bungalow,,21.76
31650,Houston,4877,1,5,0,2019,1166101,Villa,,34.13
31651,Chicago,4900,4,3,2,1952,1305030,Bungalow,,6.79
31652,Houston,5257,2,5,3,1978,1137285,Bungalow,,42.6
31653,San Francisco,1718,3,3,2,1993,735696,Bungalow,,2.91
31654,Boston,1949,5,5,3,1969,880589,Villa,,5.43
31655,Houston,2087,2,2,0,1953,477045,Apartment,48.0,43.35
31656,Miami,4484,5,5,0,1998,1325049,Villa,,7.35
31657,Seattle,5249,7,1,3,1972,1952949,Townhouse,,18.28
31658,San Francisco,7347,5,1,3,1988,3169845,Townhouse,,6.54
31659,Miami,8337,1,1,1,1993,2485254,Bungalow,,5.94
31660,Houston,896,1,3,1,1955,190002,Bungalow,,23.78
31661,Miami,1243,2,3,1,1972,390793,Townhouse,,15.35
31662,Houston,5779,5,4,1,1983,1109610,Bungalow,,24.79
31663,Los Angeles,2517,4,2,2,2011,881076,Apartment,2.0,26.53
31664,Houston,4111,6,5,0,1975,919282,Townhouse,,37.49
31665,New York,2822,6,1,1,1954,1154770,Bungalow,,34.98
31666,Miami,3131,1,3,3,1990,1034881,Villa,,21.32
31667,Boston,861,1,5,3,1956,310655,Townhouse,,8.05
31668,Seattle,899,1,5,2,1956,286076,Bungalow,,38.11
31669,Miami,4154,1,2,3,2010,1259661,Bungalow,,26.85
31670,Chicago,9486,5,3,3,1958,2019193,Apartment,37.0,26.66
31671,Seattle,1062,4,1,0,1970,318424,Bungalow,,9.43
31672,Seattle,8302,1,4,2,1951,3049828,Apartment,45.0,42.85
31673,Chicago,2564,4,1,3,1995,713824,Bungalow,,8.69
31674,New York,8911,5,5,2,2003,4040515,Bungalow,,29.96
31675,Miami,3131,6,3,2,2017,1106143,Apartment,16.0,22.53
31676,Seattle,2516,3,1,0,2012,905480,Villa,,49.48
31677,Miami,1125,7,4,1,1962,325564,Villa,,22.7
31678,Seattle,3841,3,2,0,2020,1166636,Villa,,16.28
31679,Chicago,9594,3,3,0,2006,2066766,Villa,,16.06
31680,Chicago,563,2,1,0,1983,162258,Bungalow,,44.28
31681,Houston,2427,4,5,1,1964,552754,Townhouse,,33.42
31682,San Francisco,9641,7,5,1,1991,3829737,Apartment,1.0,37.61
31683,Miami,9130,5,3,2,1980,2988668,Bungalow,,45.12
31684,Miami,1396,2,2,1,1964,488992,Townhouse,,11.0
31685,Seattle,6358,3,3,0,2014,2254129,Villa,,31.48
31686,Houston,7867,7,4,2,1958,1314542,Apartment,2.0,39.48
31687,Boston,2579,3,1,2,1959,1108237,Townhouse,,40.03
31688,Miami,500,7,2,3,1964,148780,Bungalow,,17.87
31689,Seattle,5301,3,2,2,1955,1970742,Apartment,23.0,18.88
31690,New York,4509,7,3,2,1950,1521106,Apartment,30.0,9.81
31691,Chicago,6524,6,5,3,1952,1440587,Townhouse,,36.2
31692,Chicago,3263,5,2,2,1988,960277,Apartment,44.0,35.14
31693,San Francisco,3133,3,1,3,1951,1352831,Apartment,17.0,35.51
31694,Chicago,3932,4,4,0,1986,860927,Apartment,6.0,22.38
31695,Los Angeles,2182,3,1,3,1965,840752,Bungalow,,47.17
31696,New York,1062,7,2,1,1998,455399,Townhouse,,44.31
31697,New York,7492,2,4,1,1978,3342467,Apartment,1.0,24.1
31698,Houston,757,3,5,3,1957,155261,Townhouse,,3.39
31699,Los Angeles,7165,2,3,1,1957,2107501,Apartment,46.0,42.16
31700,Miami,9656,6,3,1,2013,3380871,Villa,,38.32
31701,San Francisco,5241,1,4,3,1991,2232403,Townhouse,,33.91
31702,New York,5173,6,3,0,1962,2320210,Townhouse,,35.54
31703,Los Angeles,5431,5,1,3,1959,1713889,Bungalow,,33.65
31704,Los Angeles,7506,4,4,0,1997,2463728,Townhouse,,34.98
31705,Seattle,4375,3,4,1,1988,1568659,Apartment,35.0,47.88
31706,New York,4593,3,2,1,1993,1823379,Villa,,18.46
31707,Boston,3154,3,1,3,2011,1338134,Townhouse,,17.19
31708,Seattle,4484,3,2,1,1977,1648029,Apartment,34.0,49.83
31709,Houston,4315,2,4,1,2011,779345,Townhouse,,36.52
31710,Los Angeles,2369,5,1,0,2010,690167,Villa,,4.18
31711,Chicago,877,2,4,0,1984,254806,Townhouse,,39.86
31712,Los Angeles,2892,3,5,0,1968,1182138,Villa,,34.29
31713,Miami,6706,2,3,1,1966,1854006,Townhouse,,40.11
31714,New York,1348,3,2,3,1981,464599,Apartment,18.0,18.24
31715,Boston,1279,1,5,2,1966,466204,Apartment,1.0,29.68
31716,Miami,3911,2,1,3,1987,1028774,Villa,,40.26
31717,Houston,1365,5,4,3,1954,245282,Villa,,33.86
31718,San Francisco,4139,6,3,0,1950,1647529,Townhouse,,34.46
31719,Chicago,7591,1,1,0,1955,1688476,Bungalow,,41.96
31720,New York,2430,4,1,1,1966,874936,Villa,,12.16
31721,Los Angeles,1038,2,1,3,1953,394239,Villa,,32.57
31722,Chicago,4529,2,3,0,1971,1259758,Villa,,37.91
31723,Los Angeles,9797,7,3,0,1996,4037318,Townhouse,,22.71
31724,Houston,6561,6,1,2,1987,1549796,Townhouse,,9.46
31725,San Francisco,8041,4,1,3,1996,3970870,Bungalow,,17.91
31726,Boston,8925,5,2,2,1991,3683272,Apartment,11.0,41.69
31727,Boston,6722,1,2,1,1970,2103961,Apartment,49.0,20.7
31728,New York,5916,4,3,0,1962,1997409,Apartment,47.0,48.77
31729,Houston,8207,5,3,3,1967,1692559,Apartment,14.0,9.72
31730,Houston,7643,7,2,3,1993,1550830,Bungalow,,21.29
31731,San Francisco,8579,1,3,1,2016,3765417,Townhouse,,4.88
31732,Houston,7714,7,5,1,1996,1419732,Townhouse,,16.49
31733,Houston,1396,5,1,0,1970,225621,Apartment,24.0,44.26
31734,Los Angeles,8082,7,1,3,1986,2444328,Townhouse,,8.95
31735,Seattle,6988,5,5,1,1995,2670939,Townhouse,,33.1
31736,Miami,4095,3,2,0,1980,1386129,Townhouse,,30.88
31737,Los Angeles,8967,2,2,0,2019,3133602,Townhouse,,13.07
31738,Boston,9094,1,5,3,1963,3050123,Bungalow,,21.74
31739,San Francisco,2801,3,5,3,1970,1151655,Apartment,13.0,1.09
31740,Chicago,3548,7,3,3,1971,763447,Villa,,18.89
31741,San Francisco,3084,7,4,1,1958,1613020,Bungalow,,20.58
31742,San Francisco,4758,7,2,0,2022,2550393,Apartment,17.0,5.77
31743,San Francisco,5727,1,2,2,2003,2389518,Townhouse,,43.93
31744,San Francisco,742,3,2,2,1963,276490,Bungalow,,11.65
31745,Houston,2850,1,5,1,1980,473129,Bungalow,,39.13
31746,San Francisco,9654,2,2,2,1987,5192325,Villa,,22.58
31747,Chicago,9831,6,2,1,2018,2493274,Townhouse,,42.22
31748,San Francisco,1545,6,3,1,2010,728256,Bungalow,,27.82
31749,Los Angeles,9656,5,5,0,2022,2845849,Apartment,11.0,49.23
31750,Houston,7133,2,5,2,1992,1560354,Apartment,20.0,33.47
31751,Boston,3165,1,3,1,2016,1104905,Townhouse,,19.85
31752,Los Angeles,2511,2,4,1,1964,756825,Bungalow,,11.84
31753,Boston,7026,6,5,0,1999,2957065,Villa,,33.5
31754,Houston,7797,1,3,0,1978,1777486,Bungalow,,3.16
31755,Los Angeles,5745,4,1,3,2005,2063207,Townhouse,,10.41
31756,Boston,9061,4,3,0,1993,3464468,Bungalow,,34.88
31757,New York,1894,6,1,0,1999,640299,Villa,,9.52
31758,Miami,9520,1,4,3,2007,2500261,Villa,,14.37
31759,Miami,6904,4,3,1,1997,2287701,Apartment,45.0,16.7
31760,Houston,2575,5,5,1,2014,490139,Bungalow,,29.46
31761,New York,3396,6,5,2,1958,1408153,Apartment,7.0,16.8
31762,Chicago,8874,1,1,2,2016,2374388,Bungalow,,16.98
31763,New York,875,3,3,2,1981,339511,Apartment,37.0,4.54
31764,Seattle,4490,7,4,3,1983,1653101,Bungalow,,15.77
31765,Houston,8901,4,2,2,1961,1456342,Villa,,34.69
31766,New York,9577,6,3,1,1993,4484547,Townhouse,,16.33
31767,Chicago,6759,7,3,0,1977,1534946,Bungalow,,30.1
31768,Houston,4206,6,2,2,1990,821532,Apartment,31.0,6.86
31769,Miami,4967,5,4,0,1977,1207034,Bungalow,,44.36
31770,San Francisco,1494,1,3,0,1955,728439,Villa,,9.12
31771,New York,2989,7,2,0,1996,1121117,Villa,,37.46
31772,Miami,3161,3,2,1,1950,1072355,Bungalow,,38.51
31773,Miami,5990,7,2,1,1977,1997595,Villa,,15.68
31774,Los Angeles,4015,5,4,2,1957,1671794,Apartment,29.0,15.8
31775,Chicago,4562,7,3,0,1975,1186183,Villa,,5.63
31776,Seattle,6334,4,4,2,1969,2135555,Villa,,44.72
31777,San Francisco,5510,6,4,1,1988,2626380,Bungalow,,21.69
31778,New York,8324,1,5,2,2018,3771723,Townhouse,,27.54
31779,Miami,6135,4,3,2,2018,2020164,Apartment,14.0,19.59
31780,Miami,6015,3,5,0,1957,2005657,Bungalow,,46.56
31781,Seattle,8420,1,3,3,2002,3206533,Bungalow,,17.48
31782,Chicago,2426,5,1,1,2009,620590,Villa,,43.02
31783,San Francisco,5576,4,3,2,1983,2598203,Apartment,42.0,5.72
31784,Boston,728,6,3,2,1952,241886,Bungalow,,22.82
31785,San Francisco,7085,2,2,1,2002,2725766,Townhouse,,37.53
31786,Seattle,6552,7,3,1,1970,2343775,Apartment,37.0,14.48
31787,Miami,6187,5,4,2,2002,2163288,Townhouse,,49.44
31788,Miami,8537,4,4,3,1976,2951425,Bungalow,,13.67
31789,Miami,3139,2,2,1,1998,942131,Apartment,5.0,0.72
31790,Miami,8466,6,2,1,1958,2692483,Townhouse,,42.52
31791,Boston,1794,3,3,2,1988,613319,Villa,,24.11
31792,Los Angeles,4725,1,4,1,1996,1438542,Villa,,26.56
31793,Los Angeles,2048,3,3,1,2022,843745,Townhouse,,25.86
31794,Seattle,6379,3,2,2,2000,1768500,Townhouse,,31.57
31795,San Francisco,1016,7,5,2,1988,396097,Townhouse,,25.9
31796,Houston,3988,1,5,1,1957,880171,Apartment,29.0,36.68
31797,Boston,5107,5,4,0,1975,2237201,Villa,,33.7
31798,Boston,3509,4,5,1,1982,1363206,Apartment,44.0,40.53
31799,New York,8663,3,3,1,1994,4132399,Apartment,16.0,9.73
31800,Chicago,2480,7,5,2,2001,664298,Villa,,49.89
31801,Houston,6057,7,1,1,1995,1429025,Villa,,4.24
31802,Los Angeles,8916,5,3,0,1963,2596632,Townhouse,,39.67
31803,Los Angeles,2750,7,3,2,1958,910604,Apartment,5.0,23.01
31804,Los Angeles,8411,2,1,1,2017,3032366,Villa,,32.67
31805,Houston,8827,7,4,1,1967,1501506,Villa,,9.97
31806,Boston,5652,3,4,2,1954,1911181,Apartment,33.0,15.5
31807,Los Angeles,9744,5,3,1,1960,3581025,Bungalow,,21.68
31808,Houston,3537,5,4,3,1984,782170,Bungalow,,34.39
31809,Los Angeles,7088,6,3,1,2014,2190230,Apartment,45.0,48.06
31810,Miami,4429,4,3,3,2009,1374162,Bungalow,,4.09
31811,Boston,1893,3,2,2,1960,616711,Apartment,29.0,30.87
31812,Miami,8359,1,5,1,1978,2215744,Townhouse,,19.18
31813,New York,870,4,5,1,1963,362995,Apartment,8.0,35.49
31814,Boston,5233,1,1,1,1985,1932885,Apartment,10.0,6.31
31815,Los Angeles,2159,1,3,3,1977,895730,Townhouse,,45.85
31816,Seattle,9613,5,5,1,1965,3298390,Apartment,8.0,14.02
31817,New York,3943,1,4,3,1964,1537825,Townhouse,,44.54
31818,Houston,8157,1,4,2,1973,1952764,Townhouse,,12.96
31819,New York,1776,4,5,1,1963,789914,Townhouse,,6.82
31820,Los Angeles,7129,3,3,2,1966,2009463,Villa,,23.85
31821,Houston,9293,4,4,3,1966,1615527,Apartment,42.0,37.36
31822,Seattle,8910,5,5,2,1991,2372715,Bungalow,,18.82
31823,Houston,9893,3,1,2,2008,1716415,Apartment,31.0,9.26
31824,Miami,708,4,2,1,1968,183079,Townhouse,,24.61
31825,Houston,3706,3,5,2,1955,632626,Villa,,38.39
31826,Houston,710,2,5,0,2021,116590,Townhouse,,15.01
31827,New York,772,4,3,2,1957,312946,Bungalow,,7.51
31828,Seattle,7827,6,5,1,2001,2667019,Villa,,34.66
31829,San Francisco,6787,6,5,3,2010,3054155,Villa,,37.36
31830,Houston,4079,7,4,0,1990,839387,Apartment,27.0,34.21
31831,Chicago,8001,7,2,2,2000,2005339,Bungalow,,2.89
31832,San Francisco,9193,3,4,0,2009,4263846,Bungalow,,5.23
31833,Miami,7087,1,1,1,2000,2333916,Townhouse,,18.57
31834,Seattle,4325,2,1,1,1972,1574709,Villa,,22.19
31835,Seattle,4444,1,4,2,2000,1337315,Villa,,4.9
31836,Boston,1609,2,5,2,1974,574914,Apartment,9.0,26.49
31837,Miami,3564,6,5,1,2018,1033337,Villa,,2.03
31838,Houston,3651,5,1,1,1970,803243,Villa,,49.63
31839,New York,8643,3,3,1,1997,3187753,Villa,,43.61
31840,San Francisco,1849,2,1,3,1965,818365,Apartment,39.0,11.24
31841,Boston,8700,3,1,2,1973,3784118,Bungalow,,1.06
31842,Miami,3999,5,1,0,2017,1280700,Villa,,22.66
31843,Miami,4787,2,4,3,1973,1255963,Apartment,48.0,34.78
31844,Chicago,9805,3,3,2,1962,2732484,Apartment,38.0,28.79
31845,Houston,5087,6,4,1,1999,1132217,Villa,,15.57
31846,Boston,8374,4,4,0,1956,2789028,Villa,,15.59
31847,San Francisco,5884,3,4,2,1974,2902663,Townhouse,,36.72
31848,Miami,7423,3,1,2,1991,1857655,Townhouse,,4.35
31849,Seattle,7611,3,3,3,1962,2130507,Bungalow,,36.09
31850,Miami,7910,1,2,0,1954,2776918,Townhouse,,27.74
31851,Miami,7661,2,3,3,1989,2079185,Townhouse,,31.3
31852,Miami,1176,3,3,0,2021,412376,Apartment,30.0,36.99
31853,Boston,3272,5,4,3,2023,1068155,Villa,,26.84
31854,New York,1883,3,3,0,2016,675144,Townhouse,,4.84
31855,Los Angeles,998,3,3,2,2008,380280,Townhouse,,44.25
31856,Chicago,7211,4,4,2,2020,1643282,Townhouse,,5.75
31857,Seattle,7880,4,2,3,1961,2416031,Apartment,21.0,19.46
31858,New York,2354,4,3,2,2003,898846,Villa,,6.59
31859,Chicago,1569,1,4,3,1985,448866,Villa,,16.05
31860,Miami,4776,5,1,0,1951,1546712,Bungalow,,27.79
31861,Boston,4821,2,5,3,1962,2180520,Apartment,32.0,25.49
31862,Chicago,9038,5,5,1,1985,2383403,Villa,,24.24
31863,Houston,7089,7,1,2,2006,1326930,Apartment,2.0,22.3
31864,Houston,1328,4,2,2,1983,293671,Apartment,43.0,32.27
31865,Los Angeles,6519,5,1,1,2005,1871762,Villa,,16.87
31866,Los Angeles,2186,1,5,0,1962,877766,Bungalow,,14.81
31867,Chicago,7964,7,3,0,1981,2216687,Bungalow,,31.17
31868,New York,4847,3,1,2,2002,2133854,Townhouse,,6.68
31869,New York,3198,4,1,1,1961,1319226,Villa,,48.66
31870,Miami,6551,2,1,0,2005,2179476,Townhouse,,37.33
31871,New York,7127,7,3,0,1956,2538377,Villa,,23.2
31872,Los Angeles,4406,1,2,2,1962,1498117,Townhouse,,39.34
31873,New York,1123,5,2,2,1964,484902,Apartment,34.0,46.11
31874,Miami,657,7,2,2,1954,182946,Bungalow,,5.26
31875,Houston,9260,2,1,3,1955,1591368,Bungalow,,0.75
31876,New York,6321,2,4,2,2002,2389672,Bungalow,,11.89
31877,New York,6262,4,3,3,2021,2377457,Apartment,4.0,27.11
31878,Los Angeles,5104,3,3,1,1950,1673425,Bungalow,,7.27
31879,Chicago,5139,1,5,0,1987,1159724,Villa,,0.79
31880,Houston,3136,7,3,0,1988,528094,Townhouse,,19.92
31881,Boston,4690,5,2,2,2017,1536353,Apartment,3.0,44.88
31882,Chicago,9992,5,2,1,1979,2088816,Apartment,20.0,43.57
31883,Boston,6154,1,2,2,2022,2408368,Townhouse,,23.36
31884,Miami,5568,7,4,2,2010,1966415,Apartment,24.0,19.6
31885,Miami,3469,1,4,1,2002,1126184,Apartment,43.0,19.85
31886,Chicago,3532,7,3,1,1982,806586,Bungalow,,22.69
